Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_kr_weapons_attachments_optics_reflex_valday_krechet,Valday «Krechet»,Valday «Krechet»,Valday «Krechet»,Valday „Krechet“,Валдай «Кречет»,Waldaj «Krechet»,"Valday ""Krechet""",Valday «Krechet»,Valdái «Krechet»,Valdaï «Krechet»,瓦尔代《克雷切特》,ヴァルダイ「クレシェ」,Valday «Krechet»,瓦尔代《克雷切特》,
STR_kr_weapons_attachments_optics_reflex_valday_krechet_dsc,"The Krechet reflex sight, designed for precision shooting at day and at night when used in combination with a night vision device. Manufactured by Valday. ","The Krechet reflex sight, designed for precision shooting at day and at night when used in combination with a night vision device. Manufactured by Valday. ","Reflexní zaměřovač Krechet, určený pro přesnou střelbu ve dne i v noci při použití v kombinaci se zařízením pro noční vidění. Výrobce Valday. ","Das Krechet-Reflexvisier ist für präzises Schießen bei Tag und Nacht konzipiert, wenn es in Kombination mit einem Nachtsichtgerät verwendet wird. Hergestellt von Valday. ",Коллиматорный прицел Кречет производства Валдай. ,Celownik kolimatorowy Krechet przeznaczony do precyzyjnego strzelania w dzień i w nocy w połączeniu z noktowizorem. Wyprodukowany przez Valday. ,"A Krechet reflex irányzék, precíziós nappali és éjszakai fényképezéshez, éjjellátó készülékkel kombinálva. Gyártó: Valday. ","Il mirino reflex Krechet, progettato per il tiro di precisione di giorno e di notte se utilizzato in combinazione con un dispositivo per la visione notturna. Prodotto da Valday. ","La mira réflex Krechet, diseñada para disparar con precisión de día y de noche cuando se usa en combinación con un dispositivo de visión nocturna. Fabricado por Valday. ","Le viseur réflexe Krechet, conçu pour une prise de vue précise de jour comme de nuit lorsqu'il est utilisé en combinaison avec un appareil de vision nocturne. Fabriqué par Valday. ",Krechet 反射瞄准镜与夜视装置结合使用，可在白天和夜间进行精确射击。由瓦尔迪制造。 ,Krechet リフレックスサイトは、暗視装置と組み合わせて使用​​することで、昼夜を問わず正確な射撃ができるように設計されています。ヴァルデイ社製。 ,"A mira reflexa Krechet, projetada para tiros de precisão durante o dia e à noite quando usada em combinação com um dispositivo de visão noturna. Fabricado por Valday. ",Krechet 反射瞄准镜与夜视装置结合使用，可在白天和夜间进行精确射击。由瓦尔迪制造。 ,
STR_kr_weapons_attachments_optics_reflex_OKP_7,OKP-7,OKP-7,OKP-7,OKP-7,ОКП-7,OKP-7,OKP-7,OKP-7,OKP-7,OKP-7,OKP-7,OKP-7,OKP-7,OKP-7,
STR_kr_weapons_attachments_optics_reflex_OKP_7_dsc,"The original design of OKP sights allows firing from unstable positions in rapidly changing conditions, reduces the operator fatigue, and, if necessary, allows unhindered use of base mechanical sights. The key feature of this sight is a rimless reflector attachment that doesn't block any field of fire sections; instead, reflector is protected by thin and durable visor that is almost un-noticeable when firing. ","The original design of OKP sights allows firing from unstable positions in rapidly changing conditions, reduces the operator fatigue, and, if necessary, allows unhindered use of base mechanical sights. The key feature of this sight is a rimless reflector attachment that doesn't block any field of fire sections; instead, reflector is protected by thin and durable visor that is almost un-noticeable when firing. ","Originální konstrukce mířidel OKP umožňuje střelbu z nestabilních pozic v rychle se měnících podmínkách, snižuje únavu obsluhy a v případě potřeby umožňuje neomezené použití základních mechanických mířidel. Klíčovým rysem tohoto zaměřovače je připevnění reflektoru bez okraje, které neblokuje žádné pole požárních úseků; místo toho je reflektor chráněn tenkým a odolným hledím, které je při střelbě téměř nepostřehnutelné. ","Das ursprüngliche Design der OKP-Visiere ermöglicht das Schießen aus instabilen Positionen bei sich schnell ändernden Bedingungen, verringert die Ermüdung des Bedieners und ermöglicht bei Bedarf die ungehinderte Verwendung der mechanischen Basisvisiere. Das Hauptmerkmal dieses Visiers ist ein randloser Reflektoraufsatz, der keinen Schussbereich blockiert. Stattdessen wird der Reflektor durch ein dünnes und langlebiges Visier geschützt, das beim Schießen nahezu unsichtbar ist. ","Оригинальная конструкция прицелов ОКП даёт возможность вести прицельный огонь из неустойчивых положений и в условиях быстро меняющейся обстановки, снижает утомляемость стрелка, а также, при необходимости, позволяет использовать штатное механическое приспособление. Основная особенность прицела - крепление рефлектора без металлической оправы, перекрывающей заметную часть секторов обстрела. Защита рефлектора в экстремальных условиях обеспечивается тонким и прочным металлическим козырьком, практически не мешающим при стрельбе","Oryginalna konstrukcja celowników OKP umożliwia strzelanie z niestabilnych pozycji w szybko zmieniających się warunkach, zmniejsza zmęczenie operatora, a w razie potrzeby pozwala na swobodne korzystanie z podstawowych celowników mechanicznych. Kluczową cechą tego celownika jest bezramkowe mocowanie reflektora, które nie blokuje żadnego pola sekcji ogniowych; zamiast tego reflektor chroniony jest przez cienki i wytrzymały wizjer, który jest prawie niezauważalny podczas strzelania. ","Az OKP irányzékok eredeti kialakítása lehetővé teszi az instabil helyzetekből történő tüzelést gyorsan változó körülmények között, csökkenti a kezelő fáradtságát, és szükség esetén lehetővé teszi az alap mechanikus irányzékok akadálytalan használatát. Ennek az irányzéknak a legfontosabb jellemzője a perem nélküli reflektor, amely nem zárja el a tűzszakaszok egyik mezőjét sem; ehelyett a reflektort vékony és strapabíró napellenző védi, amely szinte észrevehetetlen lövéskor. ","Il design originale dei mirini OKP consente di sparare da posizioni instabili in condizioni in rapido cambiamento, riduce l'affaticamento dell'operatore e, se necessario, consente l'uso senza ostacoli dei mirini meccanici di base. La caratteristica principale di questo mirino è un attacco riflettente senza bordo che non blocca alcun campo di sezioni di fuoco; invece, il riflettore è protetto da una visiera sottile e resistente che è quasi impercettibile durante lo sparo. ","El diseño original de las miras OKP permite disparar desde posiciones inestables en condiciones que cambian rápidamente, reduce la fatiga del operador y, si es necesario, permite el uso sin obstáculos de las miras mecánicas básicas. La característica clave de esta mira es un accesorio reflector sin borde que no bloquea ningún campo de secciones de fuego; en cambio, el reflector está protegido por una visera delgada y duradera que casi no se nota al disparar. ","La conception originale des viseurs OKP permet de tirer depuis des positions instables dans des conditions changeantes rapidement, réduit la fatigue de l'opérateur et, si nécessaire, permet une utilisation sans entrave des viseurs mécaniques de base. La principale caractéristique de ce viseur est un réflecteur sans rebord qui ne bloque aucune section de champ de tir ; au lieu de cela, le réflecteur est protégé par une visière fine et durable qui est presque imperceptible lors du tir. ",OKP瞄准具的原始设计允许在快速变化的条件下从不稳定的位置射击，减少操作员的疲劳，并且在必要时允许不受阻碍地使用基础机械瞄准具。该瞄准器的主要特点是无边反射镜附件，不会阻挡任何火力区域；相反，反射器受到薄而耐用的护目镜的保护，在射击时几乎不易察觉。 ,OKP 照準器の独自の設計により、急速に変化する状況で不安定な位置からの射撃が可能になり、オペレーターの疲労が軽減され、必要に応じて基本的な機械式照準器を妨げられずに使用できるようになります。この照準器の主な特徴は、射撃領域を遮らないリムレスリフレクターアタッチメントです。代わりに、リフレクターは薄くて耐久性のあるバイザーで保護されており、発砲時にほとんど目立ちません。 ,"O design original das miras OKP permite disparar de posições instáveis ​​em condições que mudam rapidamente, reduz a fadiga do operador e, se necessário, permite o uso irrestrito das miras mecânicas básicas. A principal característica desta mira é um refletor sem aro que não bloqueia nenhum campo de seções de fogo; em vez disso, o refletor é protegido por uma viseira fina e durável que é quase imperceptível durante o disparo. ",OKP瞄准具的原始设计允许在快速变化的条件下从不稳定的位置射击，减少操作员的疲劳，并且在必要时允许不受阻碍地使用基础机械瞄准具。该瞄准器的主要特点是无边反射镜附件，不会阻挡任何火力区域；相反，反射器受到薄而耐用的护目镜的保护，在射击时几乎不易察觉。 ,
STR_kr_weapons_attachments_optics_reflex_monstrum_compact,Monstrum Tactical «Compact Prism Scope»,Monstrum Tactical «Compact Prism Scope»,"Monstrum taktický ""Compact Prism Scope""",Monstrum Tactical „Compact Prism Scope“,Monstrum Tactical «Compact Prism Scope»,Monstrum Taktyczny «Kompaktowa luneta pryzmatyczna»,"Monstrum Tactical ""Compact Prism Scope""",Monstrum Tattico «Mirino a prisma compatto»,Monstrum Tactical «Alcance de prisma compacto»,Monstrum Tactique «Lunette à prisme compacte»,Monstrum 战术“紧凑型棱镜瞄准镜”,モンストラム タクティカル 《コンパクトプリズムスコープ》,Monstrum Tactical «Âmbito Prisma Compacto»,Monstrum 战术“紧凑型棱镜瞄准镜”,
STR_kr_weapons_attachments_optics_reflex_monstrum_compact_dsc,Compact prismatic scope with 2x magnification manufactured by Monstrum. ,Compact prismatic scope with 2x magnification manufactured by Monstrum. ,Kompaktní prizmatický dalekohled s 2x zvětšením od firmy Monstrum. ,"Kompaktes prismatisches Zielfernrohr mit 2-facher Vergrößerung, hergestellt von Monstrum. ","Призматический, 2х кратный прицел производства Monstrum. ",Kompaktowa luneta pryzmatyczna o powiększeniu 2x firmy Monstrum. ,"Kompakt prizmás távcső 2x-es nagyítással, a Monstrum gyártmánya. ",Cannocchiale prismatico compatto con ingrandimento 2x prodotto da Monstrum. ,Visor prismático compacto con aumento 2x fabricado por Monstrum. ,Lunette prismatique compacte avec grossissement 2x fabriquée par Monstrum. ,Monstrum 制造的 2 倍放大倍率的紧凑型棱镜瞄准镜。 ,モンストラム社製のコンパクトな倍率2倍の角柱スコープです。 ,Luneta prismática compacta com ampliação de 2x fabricada pela Monstrum. ,Monstrum 制造的 2 倍放大倍率的紧凑型棱镜瞄准镜。 ,
STR_kr_weapons_attachments_optics_reflex_es_hco,ELCAN Specter «HCO»,ELCAN Specter «HCO»,ELCAN Spectre «HCO»,ELCAN Spectre „HCO“,ELCAN Specter «HCO»,Widmo ELCAN «HCO»,ELCAN Spectre «HCO»,ELCAN Spettro «HCO»,ELCAN Espectro «HCO»,ELCAN Spectre «HCO»,ELCAN Spectre «HCO»,エルカンスペクター《HCO》,ELCAN Espectro «HCO»,ELCAN Spectre «HCO»,
STR_kr_weapons_attachments_optics_reflex_es_hco_dsc,The Specter Holographic Combat Optic sight. Manufactured by ELCAN. ,The Specter Holographic Combat Optic sight. Manufactured by ELCAN. ,Holografický bojový optický zaměřovač Spectre. Výrobce ELCAN. ,Das Spectre Holographic Combat Optic Visier. Hergestellt von ELCAN. ,Голографический прицел Specter Holographic Combat Optic. Производство ELCAN. ,Holograficzny celownik bojowy Spectre. Wyprodukowany przez ELCAN. ,A Spectre holografikus harci optikai irányzék. Az ELCAN gyártója. ,Il mirino ottico da combattimento olografico Spectre. Prodotto da ELCAN. ,La mira óptica de combate holográfica Spectre. Fabricado por ELCAN. ,Le viseur optique de combat holographique Spectre. Fabriqué par ELCAN. ,幽灵全息战斗光学瞄准镜。由 ELCAN 制造。 ,Spectre ホログラフィック コンバット オプティック サイト。エルカン社製。 ,A visão óptica de combate holográfica Spectre. Fabricado pela ELCAN. ,幽灵全息战斗光学瞄准镜。由 ELCAN 制造。 ,
STR_kr_weapons_attachments_optics_holosight_vortex_razor_amg_uh1,Vortex «RAZOR AMG UH-1»,Vortex «RAZOR AMG UH-1»,Vortex «RAZOR AMG UH-1»,Vortex «RAZOR AMG UH-1»,Vortex «RAZOR AMG UH-1»,Wir «RAZOR AMG UH-1»,Vortex «RAZOR AMG UH-1»,Vortice «RAZOR AMG UH-1»,Vórtice «RAZOR AMG UH-1»,Vortex «RASOIR AMG UH-1»,涡旋 «RAZOR AMG UH-1»,ヴォルテックス《RAZOR AMG UH-1》,Vórtice «RAZOR AMG UH-1»,涡旋 «RAZOR AMG UH-1»,
STR_kr_weapons_attachments_optics_holosight_vortex_razor_amg_uh1_dsc,"Vortex Razor AMG UH-1 holographic sight is not only about futuristic design, but, according to its creators, is also a revolution among holographic and reflex sights. ","Vortex Razor AMG UH-1 holographic sight is not only about futuristic design, but, according to its creators, is also a revolution among holographic and reflex sights. ","Holografický zaměřovač Vortex Razor AMG UH-1 není jen o futuristickém designu, ale podle jeho tvůrců jde také o revoluci mezi holografickými a reflexními zaměřovači. ","Bei dem holografischen Visier Vortex Razor AMG UH-1 geht es nicht nur um futuristisches Design, sondern ist laut seinen Entwicklern auch eine Revolution unter den holografischen Visieren und Reflexvisier. ","Голографический прицел Vortex Razor AMG UH-1 имеет не только футуристичный дизайн, но и является революционным среди голографических и коллиматорных прицелов по заявлениям его создателей. ","Celownik holograficzny Vortex Razor AMG UH-1 to nie tylko futurystyczny design, ale według jego twórców to także rewolucja wśród celowników holograficznych i refleksyjnych. ","A Vortex Razor AMG UH-1 holografikus irányzék nem csak a futurisztikus dizájnról szól, hanem a készítői szerint forradalmat jelent a holografikus és reflex irányzékok között is. ","Il mirino olografico Vortex Razor AMG UH-1 non riguarda solo il design futuristico, ma, secondo i suoi creatori, è anche una rivoluzione tra i mirini olografici e reflex. ","La mira holográfica Vortex Razor AMG UH-1 no se trata solo de un diseño futurista, sino que, según sus creadores, también es una revolución entre las miras holográficas y réflex. ","Le viseur holographique Vortex Razor AMG UH-1 n'est pas seulement un design futuriste, mais, selon ses créateurs, constitue également une révolution parmi les viseurs holographiques et réflexes. ",Vortex Razor AMG UH-1 全息瞄准镜不仅具有未来主义设计，而且根据其创造者的说法，这也是全息瞄准镜和反射瞄准镜之间的一场革命。 ,Vortex Razor AMG UH-1 ホログラフィック照準器は、未来的なデザインであるだけでなく、その作成者によれば、ホログラフィック照準器と反射照準器の間の革命でもあります。 ,"A mira holográfica Vortex Razor AMG UH-1 não se trata apenas de um design futurista, mas, segundo seus criadores, também é uma revolução entre as miras holográficas e reflexas. ",Vortex Razor AMG UH-1 全息瞄准镜不仅具有未来主义设计，而且根据其创造者的说法，这也是全息瞄准镜和反射瞄准镜之间的一场革命。 ,
STR_kr_weapons_attachments_optics_burris_fullfield_tac30,Burris «FullField TAC30»,Burris «FullField TAC30»,Burris «FullField TAC30»,Burris „FullField TAC30“,Burris «FullField TAC30»,Burris «FullField TAC30»,"Burris ""FullField TAC30""",Burris «FullField TAC30»,Burris «Campo completo TAC30»,Burris «FullField TAC30»,伯里斯 «FullField TAC30»,バリス「フルフィールド TAC30」,Burris «FullField TAC30»,伯里斯 «FullField TAC30»,
STR_kr_weapons_attachments_optics_burris_fullfield_tac30_dsc,"The TAC30 offers a very wide field of view, and 1x magnification at the lower end - making for easy, fast target acquisition. The 4x full zoom and Ballistic CQ reticle make shots out to about 300 yards very practical. The illuminated center dot and large, bright circle allow for instant target engagement at close distances.","The TAC30 offers a very wide field of view, and 1x magnification at the lower end - making for easy, fast target acquisition. The 4x full zoom and Ballistic CQ reticle make shots out to about 300 yards very practical. The illuminated center dot and large, bright circle allow for instant target engagement at close distances.",TAC30 nabízí velmi široké zorné pole a 1x zvětšení na spodním konci – což umožňuje snadné a rychlé získání cíle. Díky 4násobnému plnému zoomu a nitkovému kříži Ballistic CQ jsou střely na vzdálenost asi 300 yardů velmi praktické. Osvětlená středová tečka a velký jasný kruh umožňují okamžité zapojení cíle na krátkou vzdálenost.,"Der TAC30 bietet ein sehr weites Sichtfeld und eine 1-fache Vergrößerung am unteren Ende – was eine einfache und schnelle Zielerfassung ermöglicht. Der 4-fache Vollzoom und das ballistische CQ-Absehen machen Schüsse auf eine Entfernung von etwa 300 Metern sehr praktisch. Der beleuchtete Mittelpunkt und der große, helle Kreis ermöglichen eine sofortige Zielerfassung aus nächster Nähe.",Оптический прицел Burris FullField TAC30 1-4x24. ,"TAC30 oferuje bardzo szerokie pole widzenia i 1-krotne powiększenie w dolnej części, co pozwala na łatwe i szybkie namierzenie celu. 4-krotny pełny zoom i siatka balistyczna CQ sprawiają, że strzały na odległość około 300 metrów są bardzo praktyczne. Podświetlana środkowa kropka i duży, jasny okrąg pozwalają na natychmiastowe namierzenie celu z bliskiej odległości.","A TAC30 nagyon széles látómezőt kínál, az alsó végén pedig 1x-es nagyítást tesz lehetővé – így egyszerű, gyors célmeghatározást tesz lehetővé. A 4-szeres teljes zoom és a Ballistic CQ irányzék nagyon praktikussá teszi a körülbelül 300 yardos lövéseket. A megvilágított középső pont és a nagy, világos kör lehetővé teszi az azonnali célba vételt közelről.","Il TAC30 offre un campo visivo molto ampio e un ingrandimento 1x nella parte inferiore, consentendo un'acquisizione del bersaglio facile e veloce. Lo zoom completo 4x e il reticolo Ballistic CQ rendono molto pratici i tiri fino a circa 300 iarde. Il punto centrale illuminato e il cerchio ampio e luminoso consentono l'aggancio istantaneo del bersaglio a distanze ravvicinate.","El TAC30 ofrece un campo de visión muy amplio y un aumento de 1x en el extremo inferior, lo que permite una adquisición del objetivo fácil y rápida. El zoom completo de 4x y la retícula Ballistic CQ hacen que los disparos a una distancia de unos 300 metros sean muy prácticos. El punto central iluminado y el círculo grande y brillante permiten atacar instantáneamente el objetivo a distancias cortas.","Le TAC30 offre un champ de vision très large et un grossissement 1x à l'extrémité inférieure, ce qui permet une acquisition de cible facile et rapide. Le zoom complet 4x et le réticule Ballistic CQ rendent les tirs jusqu'à environ 300 mètres très pratiques. Le point central éclairé et le grand cercle lumineux permettent un engagement instantané de la cible à courte distance.",TAC30 提供非常宽的视野和低端 1 倍的放大倍率 - 可以轻松、快速地获取目标。 4 倍全变焦和弹道 CQ 十字线使拍摄距离约 300 码非常实用。发光的中心点和大而明亮的圆圈可实现近距离目标的即时交战。,TAC30 は非常に広い視野を備え、下限で 1 倍の倍率を提供するため、ターゲットを簡単かつ迅速に捕捉できます。 4 倍フルズームとバリスティック CQ レティクルにより、約 300 ヤードのショットが非常に実用的になります。照らされた中央のドットと大きく明るい円により、至近距離で瞬時にターゲットと交戦することができます。,O TAC30 oferece um campo de visão muito amplo e ampliação de 1x na extremidade inferior - facilitando e rápida a aquisição do alvo. O zoom total de 4x e o retículo Ballistic CQ tornam os disparos de cerca de 300 metros muito práticos. O ponto central iluminado e o círculo grande e brilhante permitem o envolvimento instantâneo do alvo a distâncias curtas.,TAC30 提供非常宽的视野和低端 1 倍的放大倍率 - 可以轻松、快速地获取目标。 4 倍全变焦和弹道 CQ 十字线使拍摄距离约 300 码非常实用。发光的中心点和大而明亮的圆圈可实现近距离目标的即时交战。,
STR_kr_weapons_attachments_scope_leupold_mark4_hamr,Leupold «Mark 4 HAMR»,Leupold «Mark 4 HAMR»,Leupold «Mark 4 HAMR»,Leupold «Mark 4 HAMR»,Leupold «Mark 4 HAMR»,Leupold «Mark 4 HAMR»,Leupold «Mark 4 HAMR»,Leupold «Mark 4 HAMR»,Leupold «Marca 4 HAMR»,Leupold «Marc 4 HAMR»,卢波德《Mark 4 HAMR》,ロイポルド「マーク 4 HAMR」,Leupold «Mark 4 HAMR»,卢波德《Mark 4 HAMR》,
STR_kr_weapons_attachments_scope_leupold_mark4_hamr_dsc,Hybrid Leupold-produced scope comprises the Mark 4 HAMR 4x24mm optical sight with DeltaPoint reflex sight installed on top of it. It was developed for precision mid-range carbine fire using the 4x optics while being equally effective in close quarters thanks to use of compact reflex sight when necessary. ,Hybrid Leupold-produced scope comprises the Mark 4 HAMR 4x24mm optical sight with DeltaPoint reflex sight installed on top of it. It was developed for precision mid-range carbine fire using the 4x optics while being equally effective in close quarters thanks to use of compact reflex sight when necessary. ,"Hybridní puškohled vyrobený Leupoldem obsahuje optický zaměřovač Mark 4 HAMR 4x24 mm s reflexním zaměřovačem DeltaPoint nainstalovaným na jeho vrcholu. Byl vyvinut pro přesnou střelbu karabinou středního doletu pomocí 4x optiky, přičemž je stejně účinný i v těsné blízkosti díky použití kompaktního reflexního zaměřovače v případě potřeby. ","Das von Leupold hergestellte Hybrid-Zielfernrohr besteht aus dem optischen Visier Mark 4 HAMR 4x24 mm, auf dem ein DeltaPoint-Reflexvisier installiert ist. Es wurde für präzises Karabinerfeuer auf mittlere Distanz mit der 4-fach-Optik entwickelt und ist dank der Verwendung eines kompakten Reflexvisiers bei Bedarf auch auf kurze Distanz gleichermaßen effektiv. ",Гибридный прицел от компании Leupold состоит из оптического прицела Mark 4 HAMR 4x24mm. Был разработан для точной стрельбы на средние дистанции из карабинов при использовании 4-х кратной оптики,"Luneta hybrydowa produkcji Leupold składa się z celownika optycznego Mark 4 HAMR 4x24mm z zamontowanym na nim celownikiem refleksyjnym DeltaPoint. Został opracowany do precyzyjnego strzelania z karabinka średniego zasięgu przy użyciu optyki 4x, a jednocześnie jest równie skuteczny w walce na bliskie dystanse dzięki zastosowaniu w razie potrzeby kompaktowego celownika. ","A Leupold által gyártott hibrid céltávcső Mark 4 HAMR 4x24 mm-es optikai irányzékot tartalmaz, amelyre DeltaPoint reflex irányzékot szereltek. Precíziós, középkategóriás karabélytűzhöz fejlesztették ki a 4x optikával, miközben egyformán hatékony közelről is, köszönhetően a szükség esetén kompakt reflexes irányzéknak. ",Il cannocchiale ibrido prodotto da Leupold comprende il mirino ottico Mark 4 HAMR 4x24mm con mirino reflex DeltaPoint installato sopra. È stato sviluppato per il fuoco di precisione con carabina a media distanza utilizzando l'ottica 4x pur essendo ugualmente efficace a distanza ravvicinata grazie all'uso del mirino reflex compatto quando necessario. ,El visor híbrido producido por Leupold comprende la mira óptica Mark 4 HAMR de 4x24 mm con una mira réflex DeltaPoint instalada en la parte superior. Fue desarrollado para disparos de carabina de precisión de rango medio utilizando la óptica 4x y al mismo tiempo es igualmente efectivo en espacios reducidos gracias al uso de una mira réflex compacta cuando es necesario. ,La lunette hybride produite par Leupold comprend le viseur optique Mark 4 HAMR 4x24 mm avec un viseur réflexe DeltaPoint installé dessus. Il a été développé pour le tir de précision à la carabine à moyenne portée en utilisant l'optique 4x tout en étant tout aussi efficace en combat rapproché grâce à l'utilisation d'un viseur reflex compact lorsque cela est nécessaire. ,Hybrid Leupold 生产的瞄准镜包括 Mark 4 HAMR 4x24mm 光学瞄准镜，其顶部安装有 DeltaPoint 反射瞄准镜。它是为使用 4 倍光学器件的精确中程卡宾枪射击而开发的，同时由于在必要时使用紧凑型反射瞄准器，在近距离内同样有效。 ,ハイブリッド リューポルド製スコープは、Mark 4 HAMR 4x24mm 光学照準器とその上部に取り付けられた DeltaPoint リフレックス照準器で構成されています。 4倍光学系を使用した高精度の中距離カービン射撃用に開発されたものであり、必要に応じてコンパクトな反射照準器を使用することで近接射撃でも同様に効果的です。 ,"A mira híbrida produzida pela Leupold compreende a mira óptica Mark 4 HAMR 4x24mm com mira reflexa DeltaPoint instalada em cima dela. Ele foi desenvolvido para tiros de carabina de precisão de médio alcance usando a óptica 4x, sendo igualmente eficaz em combates próximos graças ao uso de mira reflexa compacta quando necessário. ",Hybrid Leupold 生产的瞄准镜包括 Mark 4 HAMR 4x24mm 光学瞄准镜，其顶部安装有 DeltaPoint 反射瞄准镜。它是为使用 4 倍光学器件的精确中程卡宾枪射击而开发的，同时由于在必要时使用紧凑型反射瞄准器，在近距离内同样有效。 ,
STR_kr_weapons_attachments_optics_scope_sig_bravo4,SIG Sauer «BRAVO4»,SIG Sauer «BRAVO4»,SIG Sauer «BRAVO4»,SIG Sauer «BRAVO4»,SIG Sauer «BRAVO4»,SIG Sauer «BRAVO4»,"SIG Sauer ""BRAVO4""",SIG Sauer «BRAVO4»,SIG Sauer «BRAVO4»,SIG Sauer «BRAVO4»,西格绍尔 «BRAVO4»,SIG ザウアー「BRAVO4」,SIG Sauer «BRAVO4»,西格绍尔 «BRAVO4»,
STR_kr_weapons_attachments_optics_scope_sig_bravo4_dsc,"Designed by Sig, BRAVO4 4X30 optical scope sight features the uniquely large FOV, 43% wider than closest competitors. It also has an extra rail mount on top of it that allows installation of backup compact sight. ","Designed by Sig, BRAVO4 4X30 optical scope sight features the uniquely large FOV, 43% wider than closest competitors. It also has an extra rail mount on top of it that allows installation of backup compact sight. ","Optický zaměřovač BRAVO4 4X30 navržený společností Sig se vyznačuje jedinečně velkým FOV, o 43 % širším než nejbližší konkurenti. Má také další držák na kolejnici nahoře, který umožňuje instalaci záložního kompaktního zaměřovače. ","Das von Sig entworfene optische Zielfernrohr BRAVO4 4X30 verfügt über ein einzigartig großes Sichtfeld, das 43 % breiter ist als das der nächsten Mitbewerber. Darüber hinaus verfügt es über eine zusätzliche Schienenhalterung, die die Installation eines Ersatz-Kompaktvisiers ermöglicht. ",Оптический прицел BRAVO4 4X30 производства компании Sig. Уникален тем что дает на 43% больший угол обзора по сравнению с обычными прицелами.,"Zaprojektowany przez Siga celownik optyczny BRAVO4 4X30 charakteryzuje się wyjątkowo dużym polem widzenia, o 43% szerszym niż najbliżsi konkurenci. Posiada również dodatkowe mocowanie szynowe na górze, które umożliwia montaż zapasowego celownika kompaktowego. ","A Sig által tervezett BRAVO4 4X30 optikai céltávcső egyedülállóan nagy FOV-val rendelkezik, amely 43%-kal szélesebb, mint a legközelebbi versenytársak. A tetején egy extra síntartó is található, amely lehetővé teszi a tartalék kompakt irányzék felszerelését. ","Progettato da Sig, il mirino ottico BRAVO4 4X30 presenta un FOV unico e ampio, più ampio del 43% rispetto ai concorrenti più vicini. Ha anche un supporto per binario aggiuntivo sulla parte superiore che consente l'installazione di un mirino compatto di backup. ","Diseñada por Sig, la mira óptica BRAVO4 4X30 presenta un campo de visión excepcionalmente grande, un 43% más ancho que el de sus competidores más cercanos. También tiene un soporte de riel adicional en la parte superior que permite la instalación de una mira compacta de respaldo. ","Conçu par Sig, le viseur optique BRAVO4 4X30 présente un champ de vision unique, 43 % plus large que ses concurrents les plus proches. Il est également doté d'un support de rail supplémentaire qui permet l'installation d'un viseur compact de secours. ",BRAVO4 4X30 光学瞄准镜由 Sig 设计，具有独特的大视场，比最接近的竞争对手宽 43%。它的顶部还有一个额外的导轨安装座，可以安装备用紧凑型瞄准器。 ,Sig によって設計された BRAVO4 4X30 光学スコープ照準器は、最も近い競合製品よりも 43% 広い独自の大きな FOV を備えています。上部には予備のコンパクトサイトを取り付けることができる追加のレールマウントもあります。 ,"Projetada pela Sig, a mira óptica BRAVO4 4X30 apresenta um FOV excepcionalmente grande, 43% mais amplo que os concorrentes mais próximos. Ele também possui um suporte de trilho extra na parte superior que permite a instalação de uma mira compacta de backup. ",BRAVO4 4X30 光学瞄准镜由 Sig 设计，具有独特的大视场，比最接近的竞争对手宽 43%。它的顶部还有一个额外的导轨安装座，可以安装备用紧凑型瞄准器。 ,
STR_kr_weapons_attachments_scope_acog_ta01nsn,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,Trijicon „ACOG TA01NSN“,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,トリジコン《ACOG TA01NSN》,Trijicon «ACOG TA01NSN»,Trijicon «ACOG TA01NSN»,
