Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_kr_weapons_AmmoBox_762x25_akbs,7.62x25 AKBS Ammo Box 25 pts,7.62x25 AKBS Ammo Box 25 pts,"7,62x25 AKBS nábojnice 25 bodů","7,62 x 25 AKBS Munitionskiste 25 Punkte",Коробка с патронами 7.62x25 АКБС 25 шт.,"Skrzynka z amunicją 7,62x25 AKBS 25 pkt.","7,62x25 AKBS lőszerdoboz, 25 pont",Scatola di munizioni 7.62x25 AKBS da 25 punti,Caja de munición AKBS 7.62x25 de 25 puntos,"Boîte de munitions 7,62x25 AKBS 25 pts",7.62x25 AKBS 弹药盒 25 点,7.62x25 AKBS弾薬箱 25ポイント,"Caixa de munição AKBS 7,62x25 25 pts",7.62x25 AKBS 弹药盒 25 点,
STR_kr_weapons_AmmoBox_762x25_HP,7.62x25 HP Ammo Box 25 pts,7.62x25 HP Ammo Box 25 pts,"Nábojnice 7,62 x 25 HP 25 bodů","7,62 x 25 HP Munitionskiste 25 Punkte",Коробка с патронами 7.62x25 HP 25 шт.,"Skrzynka z amunicją 7,62x25 HP 25 pkt.","7,62x25 LE lőszerdoboz 25 pont",Scatola di munizioni 7.62x25 HP da 25 punti,Caja de munición 7.62x25 HP 25 pts,"Boîte de munitions 7,62x25 HP 25 pts",7.62x25 HP弹药盒 25点,7.62x25 HP弾薬箱 25ポイント,"Caixa de munição 7,62x25 HP 25 pts",7.62x25 HP弹药盒 25点,
STR_kr_weapons_AmmoBox_762x25_FMJ43,7.62x25 FMJ43 Ammo Box 25 pts,7.62x25 FMJ43 Ammo Box 25 pts,"Nábojník 7,62x25 FMJ43 25 bodů","7,62 x 25 FMJ43 Munitionskiste 25 Punkte",Коробка с патронами 7.62x25 FMJ43 25 шт.,"Skrzynka z amunicją 7,62x25 FMJ43 25 pkt","7,62x25 FMJ43 lőszerdoboz, 25 pont",Scatola di munizioni 7.62x25 FMJ43 da 25 punti,Caja de munición FMJ43 7.62x25 25 pts,"Boîte de munitions 7,62x25 FMJ43 25 pts",7.62x25 FMJ43 弹药盒 25 点,7.62x25 FMJ43 弾薬箱 25ポイント,"Caixa de munição FMJ43 7,62x25 25 pts",7.62x25 FMJ43 弹药盒 25 点,
STR_kr_weapons_AmmoBox_762x25_PST_gz,7.62x25 PST gz Ammo Box 25 pts,7.62x25 PST gz Ammo Box 25 pts,"Nábojnice 7,62 x 25 PST gz 25 bodů","7,62 x 25 PST gz Munitionskiste 25 Punkte",Коробка с патронами 7.62x25 ПСТ гж 25 шт.,7.62x25 PST gz Skrzynka z amunicją 25 pkt,"7,62x25 PST gz lőszerdoboz 25 pont",Scatola di munizioni 7.62x25 PST gz da 25 punti,Caja de munición 7.62x25 PST gz 25 pts,"Boîte de munitions 7,62x25 PST gz 25 pts",7.62x25 PST gz 弹药盒 25 点,7.62x25 PST gz 弾薬箱 25ポイント,"Caixa de munição 7,62x25 PST gz 25 pts",7.62x25 PST gz 弹药盒 25 点,
STR_kr_weapons_AmmoBox_762x25_PT_gz,7.62x25 PT gz Ammo Box 25 pts,7.62x25 PT gz Ammo Box 25 pts,"Nábojník 7,62x25 PT gz 25 bodů","7,62 x 25 PT gz Munitionskiste 25 Punkte",Коробка с патронами 7.62x25 ПТ гж 25 шт.,7.62x25 PT gz Skrzynka z amunicją 25 pkt,"7,62x25 PT gz lőszerdoboz 25 pont",Scatola di munizioni 7.62x25 PT gz da 25 pt,Caja de munición 7.62x25 PT gz 25 pts,"Boîte de munitions 7,62x25 PT gz 25 pts",7.62x25 PT gz 弹药盒 25 点,7.62x25 PT gz 弾薬箱 25 pt,"Caixa de munição 7,62x25 PT gz 25 pts",7.62x25 PT gz 弹药盒 25 点,
STR_kr_weapons_AmmoBox_545x39_T,5.45x39 T gs Ammo Box 30 pts,5.45x39 T gs Ammo Box 30 pts,"5,45x39 T gs Nábojník 30 bodů","5,45 x 39 T gs Munitionskiste 30 Punkte",Коробка с патронами 5.45x39 Т гс 30 шт.,Skrzynka z amunicją 5.45x39 T gs 30 pkt,"5,45x39 T gs lőszerdoboz, 30 pont",Scatola di munizioni 5.45x39 T gs da 30 punti,Caja de munición 5.45x39 T gs 30 pts,Boîte de munitions 5.45x39 T gs 30 pts,5.45x39 T gs 弹药盒 30 点,5.45x39 T gs 弾薬箱 30ポイント,"Caixa de munição 5,45x39 T gs 30 pts",5.45x39 T gs 弹药盒 30 点,
STR_kr_weapons_AmmoBox_545x39_PRS,5.45x39 PRS Ammo Box 20 pts,5.45x39 PRS Ammo Box 20 pts,"5,45x39 PRS nábojnice 20 bodů","5,45 x 39 PRS Munitionskiste 20 Punkte",Коробка с патронами 5.45x39 ПРС 20 шт.,"Skrzynka z amunicją 5,45x39 PRS 20 pkt.","5,45x39 PRS lőszerdoboz 20 pont",Scatola di munizioni PRS 5.45x39 da 20 punti,Caja de munición PRS 5.45x39 de 20 puntos,"Boîte de munitions 5,45x39 PRS 20 pts",5.45x39 PRS 弹药盒 20 点,5.45x39 PRS弾薬箱 20ポイント,"Caixa de munição PRS 5,45x39 20 pontos",5.45x39 PRS 弹药盒 20 点,
STR_kr_weapons_AmmoBox_545x39_FMJ,5.45x39 FMJ Ammo Box 20 pts,5.45x39 FMJ Ammo Box 20 pts,"Nábojnice 5,45x39 FMJ 20 bodů","5,45 x 39 FMJ Munitionskiste 20 Punkte",Коробка с патронами 5.45x39 FMJ 20 шт.,"Skrzynka z amunicją 5,45x39 FMJ 20 pkt.","5,45x39 FMJ lőszerdoboz, 20 pont",Scatola di munizioni FMJ 5.45x39 da 20 punti,Caja de munición FMJ 5.45x39 20 puntos,"Boîte de munitions 5,45x39 FMJ 20 pts",5.45x39 FMJ 弹药盒 20 点,5.45x39 FMJ弾薬箱 20ポイント,"Caixa de munição FMJ 5,45x39 20 pontos",5.45x39 FMJ 弹药盒 20 点,
STR_kr_weapons_AmmoBox_545x39_US,5.45x39 US Ammo Box 30 pts,5.45x39 US Ammo Box 30 pts,"5,45 x 39 US nábojnice 30 bodů","5,45 x 39 US-Munitionskiste 30 Punkte",Коробка с патронами 5.45x39 УС 30 шт.,"Skrzynka z amunicją 5,45x39 US 30 pkt","5,45x39 US lőszerdoboz, 30 pont",Scatola di munizioni 5.45x39 US da 30 punti,"Caja de munición estadounidense de 5,45 x 39, 30 puntos","Boîte de munitions US 5,45x39 30 pts",5.45x39 美国弹药盒 30 点,5.45x39 US弾薬箱 30ポイント,"Caixa de munição americana 5,45x39 30 pontos",5.45x39 美国弹药盒 30 点,
STR_kr_weapons_AmmoBox_545x39_PS,5.45x39 PS Ammo Box 30 pts,5.45x39 PS Ammo Box 30 pts,"Nábojnice 5,45 x 39 PS 30 bodů","5,45 x 39 PS Munitionskiste 30 Punkte",Коробка с патронами 5.45x39 ПС 30 шт.,"Skrzynka z amunicją 5,45x39 PS 30 pkt","5,45x39 PS lőszerdoboz, 30 pont",Scatola di munizioni 5.45x39 PS da 30 punti,Caja de munición PS 5.45x39 30 puntos,"Boîte de munitions 5,45x39 PS 30 pts",5.45x39 PS 弹药盒 30 点,5.45x39 PS弾薬箱 30ポイント,"Caixa de munição PS 5,45x39 30 pontos",5.45x39 PS 弹药盒 30 点,
STR_kr_weapons_AmmoBox_545x39_BT,5.45x39 BT Ammo Box 30 pts,5.45x39 BT Ammo Box 30 pts,"5,45x39 BT nábojnice 30 bodů","5,45 x 39 BT Munitionskiste 30 Punkte",Коробка с патронами 5.45x39 БТ 30 шт.,"Skrzynka z amunicją 5,45x39 BT 30 pkt","5,45x39 BT lőszerdoboz 30 pont",Scatola di munizioni BT 5.45x39 da 30 punti,Caja de munición BT 5.45x39 30 puntos,"Boîte de munitions 5,45x39 BT 30 pts",5.45x39 BT 弹药盒 30 点,5.45x39 BT弾薬箱 30ポイント,"Caixa de munição 5,45x39 BT 30 pontos",5.45x39 BT 弹药盒 30 点,
STR_kr_weapons_AmmoBox_545x39_BS,5.45x39 BS Ammo Box 30 pts,5.45x39 BS Ammo Box 30 pts,"5,45x39 BS nábojnice 30 bodů","5,45 x 39 BS Munitionskiste 30 Punkte",Коробка с патронами 5.45x39 БС 30 шт.,"Skrzynka z amunicją 5,45x39 BS 30 pkt","5,45x39 BS lőszerdoboz, 30 pont",Scatola di munizioni 5.45x39 BS da 30 punti,Caja de munición 5.45x39 BS 30 pts,"Boîte de munitions 5,45x39 BS 30 pts",5.45x39 BS 弹药盒 30 点,5.45x39 BS弾薬箱 30ポイント,"Caixa de munição 5,45x39 BS 30 pontos",5.45x39 BS 弹药盒 30 点,
STR_kr_weapons_AmmoBox_545x39_HP,5.45x39 Hollow Point Ammo Box 30 pts,5.45x39 Hollow Point Ammo Box 30 pts,"5,45x39 Hollow Point Munice 30 bodů","5,45 x 39 Hohlspitz-Munitionskiste, 30 Punkte",Коробка с патронами 5.45x39 HP 30 шт.,"Skrzynka z amunicją 5,45x39 Hollow Point 30 pkt","5,45x39 Hollow Point lőszerdoboz 30 pont",Scatola di munizioni a punta cava 5.45x39 da 30 punti,"Caja de munición de punta hueca de 5,45 x 39, 30 puntos","Boîte de munitions à pointe creuse 5,45 x 39 30 pts",5.45x39 空尖弹 30 点,5.45x39 ホローポイント弾薬箱 30ポイント,"Caixa de munição de ponta oca 5,45x39 30 pontos",5.45x39 空尖弹 30 点,
STR_kr_weapons_AmmoBox_556x45_m855,5.56x45 M855 Ammo Box 30 pts,5.56x45 M855 Ammo Box 30 pts,"5,56x45 M855 Nábojník 30 bodů","5,56 x 45 M855 Munitionskiste 30 Punkte",Коробка с патронами 5.56x45 M855 30 шт.,"Skrzynka z amunicją 5,56x45 M855 30 pkt","5,56x45 M855 lőszerdoboz 30 pont",Scatola di munizioni 5.56x45 M855 da 30 punti,Caja de munición 5.56x45 M855 30 pts,"Boîte de munitions 5,56x45 M855 30 pts",5.56x45 M855 弹药盒 30 点,5.56x45 M855弾薬箱 30ポイント,"Caixa de munição M855 5,56x45 30 pontos",5.56x45 M855 弹药盒 30 点,
STR_kr_weapons_AmmoBox_556x45_m856,5.56x45 M856 Ammo Box 30 pts,5.56x45 M856 Ammo Box 30 pts,"5,56x45 M856 Nábojník 30 bodů","5,56 x 45 M856 Munitionskiste 30 Punkte",Коробка с патронами 5.56x45 M856 30 шт.,"Skrzynka z amunicją 5,56x45 M856 30 pkt","5,56x45 M856 lőszerdoboz 30 pont",Scatola di munizioni 5.56x45 M856 da 30 punti,Caja de munición 5.56x45 M856 30 pts,"Boîte de munitions 5,56x45 M856 30 pts",5.56x45 M856 弹药盒 30 点,5.56x45 M856弾薬箱 30ポイント,"Caixa de munição M856 5,56x45 30 pontos",5.56x45 M856 弹药盒 30 点,
STR_kr_weapons_AmmoBox_556x45_m995,5.56x45 M995 Ammo Box 30 pts,5.56x45 M995 Ammo Box 30 pts,"5,56x45 M995 Nábojník 30 bodů","5,56 x 45 M995 Munitionskiste 30 Punkte",Коробка с патронами 5.56x45 M995 30 шт.,"Skrzynka z amunicją 5,56x45 M995 30 pkt","5,56x45 M995 lőszerdoboz 30 pont",Scatola di munizioni 5.56x45 M995 da 30 punti,Caja de munición 5.56x45 M995 30 pts,"Boîte de munitions 5,56x45 M995 30 pts",5.56x45 M995 弹药盒 30 点,5.56x45 M995弾薬箱 30ポイント,"Caixa de munição M995 5,56x45 30 pontos",5.56x45 M995 弹药盒 30 点,
STR_kr_weapons_AmmoBox_556x45_m855a1,5.56x45 M855A1 Ammo Box 20 pts,5.56x45 M855A1 Ammo Box 20 pts,"Nábojník 5,56x45 M855A1 20 bodů","5,56 x 45 M855A1 Munitionskiste 20 Punkte",Коробка с патронами 5.56x45 M855A1 20 шт.,"Skrzynka z amunicją 5,56x45 M855A1 20 pkt","5,56x45 M855A1 lőszerdoboz, 20 pont",Scatola di munizioni 5.56x45 M855A1 da 20 punti,Caja de munición 5.56x45 M855A1 20 pts,"Boîte de munitions 5,56x45 M855A1 20 pts",5.56x45 M855A1 弹药盒 20 点,5.56x45 M855A1 弾薬箱 20ポイント,"Caixa de munição 5,56x45 M855A1 20 pts",5.56x45 M855A1 弹药盒 20 点,
STR_kr_weapons_AmmoBox_556x45_fmj,5.56x45 FMJ Ammo Box 20 pts,5.56x45 FMJ Ammo Box 20 pts,"Nábojnice 5,56 x 45 FMJ, 20 bodů","5,56 x 45 FMJ Munitionskiste 20 Punkte",Коробка с патронами 5.56x45 FMJ 20 шт.,"Skrzynka z amunicją 5,56x45 FMJ 20 pkt.","5,56x45 FMJ lőszerdoboz, 20 pont",Scatola di munizioni FMJ 5.56x45 da 20 punti,Caja de munición FMJ 5.56x45 20 puntos,"Boîte de munitions 5,56x45 FMJ 20 pts",5.56x45 FMJ 弹药盒 20 点,5.56x45 FMJ弾薬箱 20ポイント,"Caixa de munição FMJ 5,56x45 20 pontos",5.56x45 FMJ 弹药盒 20 点,
STR_kr_weapons_AmmoBox_556x45_warmageddon,5.56x45 Warmageddon Ammo Box 20 pts,5.56x45 Warmageddon Ammo Box 20 pts,"5,56x45 Warmageddon Munice 20 bodů","5,56 x 45 Warmageddon Munitionskiste 20 Punkte",Коробка с патронами 5.56x45 Warmageddon 20 шт.,5.56x45 Warmageddon Ammo Box 20 pkt,"5,56x45 Warmageddon lőszerdoboz, 20 pont",Scatola di munizioni Warmageddon 5.56x45 da 20 punti,"Caja de munición Warmageddon de 5,56 x 45, 20 puntos","Boîte de munitions 5,56x45 Warmageddon 20 pts",5.56x45 战争末日弹药盒 20 点,5.56x45 ウォーマゲドン弾薬箱 20ポイント,"Caixa de munição Warmageddon 5,56x45 20 pontos",5.56x45 战争末日弹药盒 20 点,
STR_kr_weapons_AmmoBox_9x39_SP5,9x39 SP5 Ammo Box 20 pts,9x39 SP5 Ammo Box 20 pts,Box na náboje 9x39 SP5 20 bodů,9x39 SP5 Munitionskiste 20 Punkte,Коробка с патронами 9x39 СП-5 20 шт.,Skrzynka z amunicją 9x39 SP5 20 pkt.,9x39 SP5 lőszerdoboz 20 pont,Scatola di munizioni 9x39 SP5 da 20 punti,Caja de munición 9x39 SP5 20 puntos,Boîte de munitions 9x39 SP5 20 pts,9x39 SP5 弹药盒 20 点,9x39 SP5 弾薬箱 20ポイント,Caixa de munição 9x39 SP5 20 pts,9x39 SP5 弹药盒 20 点,
STR_kr_weapons_AmmoBox_9x39_SP6,9x39 SP6 Ammo Box 20 pts,9x39 SP6 Ammo Box 20 pts,Nábojník 9x39 SP6 20 bodů,9x39 SP6 Munitionskiste 20 Punkte,Коробка с патронами 9x39 СП-6 20 шт.,Skrzynka z amunicją 9x39 SP6 20 pkt.,"9x39 SP6 lőszerdoboz, 20 pont",Scatola di munizioni 9x39 SP6 da 20 punti,Caja de munición 9x39 SP6 20 puntos,Boîte de munitions 9x39 SP6 20 pts,9x39 SP6 弹药盒 20 点,9x39 SP6 弾薬箱 20ポイント,Caixa de munição 9x39 SP6 20 pts,9x39 SP6 弹药盒 20 点,
STR_kr_weapons_AmmoBox_9x39_BP,9x39 BP Ammo Box 20 pts,9x39 BP Ammo Box 20 pts,Nábojnice 9x39 BP 20 bodů,9x39 BP Munitionskiste 20 Punkte,Коробка с патронами 9x39 БП 20 шт.,Skrzynka z amunicją 9x39 BP 20 pkt.,9x39 BP lőszerdoboz 20 pont,Scatola di munizioni 9x39 BP da 20 punti,Caja de munición BP 9x39 20 puntos,Boîte de munitions 9x39 BP 20 pts,9x39 BP弹药盒 20 点,9x39 BP弾薬箱 20ポイント,Caixa de munição 9x39 BP 20 pts,9x39 BP弹药盒 20 点,
STR_kr_weapons_AmmoBox_9x39_HP,9x39 HP Ammo Box 20 pts,9x39 HP Ammo Box 20 pts,Nábojnice 9x39 HP 20 bodů,9x39 HP Munitionskiste 20 Punkte,Коробка с патронами 9x39 HP 20 шт.,Skrzynka z amunicją 9x39 HP 20 pkt.,9x39 LE lőszerdoboz 20 pont,Scatola di munizioni 9x39 HP da 20 punti,Caja de munición 9x39 HP 20 puntos,Boîte de munitions 9x39 HP 20 pts,9x39 HP 弹药盒 20 点,9x39 HP弾薬箱 20ポイント,Caixa de munição 9x39 HP 20 pts,9x39 HP 弹药盒 20 点,
STR_kr_weapons_AmmoBox_9x39_PAB9,9x39 PAB-9 Ammo Box 20 pts,9x39 PAB-9 Ammo Box 20 pts,Nábojník 9x39 PAB-9 20 bodů,9x39 PAB-9 Munitionskiste 20 Punkte,Коробка с патронами 9x39 ПАБ-9 20 шт.,Skrzynka z amunicją 9x39 PAB-9 20 pkt.,9x39 PAB-9 lőszerdoboz 20 pt,Scatola di munizioni 9x39 PAB-9 da 20 punti,Caja de munición PAB-9 9x39 de 20 puntos,Boîte de munitions 9x39 PAB-9 20 pts,9x39 PAB-9 弹药盒 20 点,9x39 PAB-9 弾薬箱 20ポイント,Caixa de munição 9x39 PAB-9 20 pts,9x39 PAB-9 弹药盒 20 点,
STR_kr_weapons_AmmoBox_366TKM_EKO,.366TKM EKO Ammo Box 20 pts,.366TKM EKO Ammo Box 20 pts,.366TKM EKO nábojnice 20 bodů,.366TKM EKO Munitionskiste 20 Punkte,Коробка с патронами .366ТКМ ЭКО 20 шт.,Skrzynka z amunicją .366TKM EKO 20 pkt.,.366TKM EKO lőszerdoboz 20 pt,Scatola di munizioni EKO .366TKM da 20 punti,Caja de munición EKO .366TKM 20 puntos,Boîte de munitions .366TKM EKO 20 pts,.366TKM EKO 弹药盒 20 点,.366TKM EKO弾薬箱 20ポイント,Caixa de munição .366TKM EKO 20 pontos,.366TKM EKO 弹药盒 20 点,
STR_kr_weapons_AmmoBox_366TKM_Geksa,.366TKM Geksa Ammo Box 20 pts,.366TKM Geksa Ammo Box 20 pts,.366TKM Geksa Munice 20 bodů,.366TKM Geksa Munitionskiste 20 Punkte,Коробка с патронами .366ТКМ Гекса 20 шт.,.366TKM Geksa Ammo Box 20 pkt,.366TKM Geksa lőszerdoboz 20 pont,Scatola di munizioni Geksa .366TKM da 20 punti,Caja de munición Geksa .366TKM 20 puntos,Boîte de munitions Geksa .366TKM 20 pts,.366TKM Geksa 弹药盒 20 点,.366TKM ゲクサ弾薬箱 20ポイント,Caixa de munição Geksa .366TKM 20 pontos,.366TKM Geksa 弹药盒 20 点,
STR_kr_weapons_AmmoBox_366TKM_FMJ,.366TKM FMJ Ammo Box 20 pts,.366TKM FMJ Ammo Box 20 pts,Nábojnice .366TKM FMJ 20 bodů,.366TKM FMJ Munitionskiste 20 Punkte,Коробка с патронами .366ТКМ FMJ 20 шт.,Skrzynka z amunicją .366TKM FMJ 20 pkt.,.366TKM FMJ lőszerdoboz 20 pt,Scatola di munizioni FMJ .366TKM da 20 punti,Caja de munición .366TKM FMJ 20 puntos,Boîte de munitions .366TKM FMJ 20 pts,.366TKM FMJ 弹药盒 20 点,.366TKM FMJ 弾薬箱 20ポイント,Caixa de munição .366TKM FMJ 20 pontos,.366TKM FMJ 弹药盒 20 点,
STR_kr_weapons_AmmoBox_366TKM_bp,.366TKM custom AP Ammo Box 10 pts,.366TKM custom AP Ammo Box 10 pts,"0,366TKM vlastní AP nábojnice 10 bodů",.366TKM benutzerdefinierte AP-Munitionskiste 10 Punkte,Коробка с патронами .366ТКМ ББ 10 шт.,.366TKM niestandardowa skrzynka z amunicją AP 10 pkt,.366TKM egyedi AP Ammo Box 10 pts,Scatola di munizioni AP personalizzate .366TKM da 10 punti,Caja de munición AP personalizada .366TKM 10 puntos,Boîte de munitions AP personnalisée .366TKM 10 pts,.366TKM 定制 AP 弹药盒 10 点,.366TKM カスタム AP 弾薬箱 10 ポイント,Caixa de munição AP personalizada .366TKM 10 pontos,.366TKM 定制 AP 弹药盒 10 点,
STR_kr_weapons_AmmoBox_762x39_t45m,7.62x39 T45M Ammo Box 20 pts,7.62x39 T45M Ammo Box 20 pts,"Nábojnice 7,62x39 T45M 20 bodů","7,62 x 39 T45M Munitionskiste 20 Punkte",Коробка с патронами 7.62x39 Т45М 20 шт.,"Skrzynka z amunicją 7,62x39 T45M 20 pkt.","7,62x39 T45M lőszerdoboz, 20 pont",Scatola di munizioni 7.62x39 T45M da 20 punti,Caja de munición 7.62x39 T45M 20 puntos,"Boîte de munitions 7,62x39 T45M 20 pts",7.62x39 T45M 弹药盒 20 点,7.62x39 T45M弾薬箱 20ポイント,"Caixa de munição T45M 7,62x39 20 pontos",7.62x39 T45M 弹药盒 20 点,
STR_kr_weapons_AmmoBox_762x39_us,7.62x39 US Ammo Box 20 pts,7.62x39 US Ammo Box 20 pts,"7,62 x 39 US nábojnice 20 bodů","7,62 x 39 US-Munitionskiste 20 Punkte",Коробка с патронами 7.62x39 УС 20 шт.,"Skrzynka z amunicją 7,62x39 US 20 pkt","7,62x39 US lőszerdoboz, 20 pont",Scatola di munizioni 7.62x39 US da 20 punti,"Caja de munición estadounidense de 7,62 x 39, 20 puntos","Boîte de munitions US 7,62x39 20 pts",7.62x39 美国弹药盒 20 点,7.62x39 US弾薬箱 20ポイント,"Caixa de munição americana 7,62x39 20 pontos",7.62x39 美国弹药盒 20 点,
