Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_weapons_firearms_ak74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74,AK-74
STR_weapons_firearms_ak74_dsc,"Kalashnikov 5.45 mm assault rifle, developed in 1970 by M. T. Kalashnikov, became a further evolution of AKM due to adoption of the new 5.45x39 ammunition by the military. ","Kalashnikov 5.45 mm assault rifle, developed in 1970 by M. T. Kalashnikov, became a further evolution of AKM due to adoption of the new 5.45x39 ammunition by the military. ","Kalashnikov 5,45 mm útočná puška, vyvinutá v roce 1970 M. T. Kalashnikovem, se stala dalším vývojem AKM v důsledku přijetí nové munice 5,45x39 armádou.","Kalashnikov 5,45 mm Sturmgewehr, das 1970 von M. T. Kalashnikov entwickelt wurde, wurde zu einer weiteren Entwicklung von AKM aufgrund der Annahme der neuen 5,45x39 -Munition durch das Militär.","Автомат Калашникова калибра 5,45 мм, разработанный в 1970 году конструктором М. Т. Калашниковым как дальнейшее развитие АКМ в связи с переходом Вооруженных Сил на новый боеприпас 5.45x39.","Kalashnikov 5,45 mm karabin szturmowy, opracowany w 1970 r. Przez M. T. Kalashnikov, stał się dalszą ewolucją AKM z powodu przyjęcia nowej amunicji 5.45x39 przez wojsko.","Kalashnikov 5,45 mm -es támadó puska, amelyet 1970 -ben fejlesztettek ki, M. T. Kalashnikov, az AKM további fejlődésévé vált, mivel az új 5,45x39 -es lőszert a katonaság elfogadta.","Il fucile d'assalto di Kalashnikov da 5,45 mm, sviluppato nel 1970 da M. T. Kalashnikov, divenne un'ulteriore evoluzione di AKM a causa dell'adozione delle nuove munizioni da 5,45x39 da parte dei militari.","El rifle de asalto de Kalashnikov 5.45 mm, desarrollado en 1970 por M. T. Kalashnikov, se convirtió en una evolución adicional de AKM debido a la adopción de la nueva munición de 5.45x39 por parte de los militares.","Le fusil d'assaut de 5,45 mm de Kalashnikov, développé en 1970 par M. T. Kalashnikov, est devenu une autre évolution de l'AKM en raison de l'adoption des nouvelles munitions de 5,45x39 par l'armée.",Kalashnikov 5.45 mm的突击步枪于1970年由M. T. Kalashnikov开发，由于采用了新的5.45x39军方弹药，因此成为了AKM的进一步发展。,1970年にM. T.カラシニコフによって開発されたカラシニコフ5.45 mmアサルトライフルは、軍隊による新しい5.45x39弾薬の採用により、AKMのさらなる進化となりました。,"Kalashnikov 5,45 mm Rifle de assalto, desenvolvido em 1970 por M. T. Kalashnikov, tornou -se uma evolução adicional do AKM devido à adoção da nova munição de 5,45x39 pelos militares.",Kalashnikov 5.45 mm的突击步枪于1970年由M. T. Kalashnikov开发，由于采用了新的5.45x39军方弹药，因此成为了AKM的进一步发展。
STR_weapons_firearms_aks74,AKS-74N,AKS-74N,AKS-74N,AKS-74N,АКС-74Н,AKS-74N,AKS-74N,Aks-74n,Aks-74n,AKS-74N,AKS-74N,AKS-74N,AKS-74N,AKS-74N
STR_weapons_firearms_aks74_dsc,"Kalashnikov 5.45 mm assault rifle equipped with a side-folding metal shoulder stock, designed primarily for use with air assault infantry. The key design difference from the standard AKS-74 is a side mount for optical and night scopes.","Kalashnikov 5.45 mm assault rifle equipped with a side-folding metal shoulder stock, designed primarily for use with air assault infantry. The key design difference from the standard AKS-74 is a side mount for optical and night scopes.","Kalashnikov 5,45 mm Assault Rifle vybavená kovovým ramenním pažbou s bočním náklonností, navrženým především pro použití s ​​pěchotou napadení vzduchu. Klíčový návrh rozdílu od standardního AKS-74 je boční držák pro optické a noční rozsahy.","Kalashnikov 5,45 mm Sturmgewehr mit einem seitlich faltenden Metall-Schulterbestand, der hauptsächlich zur Verwendung mit Luftangriff-Infanterie entwickelt wurde. Der wichtigste Designunterschied zum Standard-AKS-74 ist eine Seitenhalterung für optische und Nachtbereiche.","Автомат Калашникова калибра 5,45 мм, разработанный в 1970 году конструктором М. Т. Калашниковым как дальнейшее развитие АКМ в связи с переходом Вооруженных Сил на новый боеприпас 5.45x39.","KALASHNIKOV 5,45 mm karabin szturmowy wyposażony w obok lewy metalowy ramię, zaprojektowany przede wszystkim do użytku z piechotą napaści powietrznej. Kluczową różnicą konstrukcyjną od standardowego AKS-74 jest boczne mocowanie optyczne i nocne.","Kalashnikov 5,45 mm-es támadó puska, amely oldalsó hajtogató fém vállállománymal van felszerelve, amelyet elsősorban légi támadó gyalogsághoz terveztek. A legfontosabb tervezési különbség a standard AKS-74-től az optikai és az éjszakai hatókörök oldalsó tartója.","Kalashnikov da 5,45 mm fucile d'assalto dotato di una spalla in metallo che piega lateralmente, progettato principalmente per l'uso con la fanteria d'assalto dell'aria. La differenza di progettazione chiave rispetto all'AKS-74 standard è un supporto laterale per ambiti ottici e notturni.","Kalashnikov Rifle de asalto de 5.45 mm equipado con un material de hombro de metal plegado lateral, diseñado principalmente para su uso con infantería de asalto aéreo. La diferencia de diseño clave del AKS-74 estándar es un soporte lateral para ámbitos ópticos y nocturnos.","Fusil d'assaut Kalashnikov 5,45 mm équipé d'un stock d'épaule en métal de plier, conçu principalement pour une utilisation avec de l'infanterie d'assaut à air. La principale différence de conception par rapport à l'AKS-74 standard est un support latéral pour les lunettes optiques et nocturnes.",Kalashnikov 5.45毫米的突击步枪配备了侧面折叠的金属肩部库存，主要用于空中突击步兵。与标准AKS-74的关键设计差异是用于光学和夜间示波器的侧安装。,カラシニコフ5.45 mmアサルトライフルは、主に空襲歩兵で使用するために設計された、折り畳み金属肩の肩張りを装備しています。標準のAKS-74との主要な設計の違いは、光学および夜間のスコープのサイドマウントです。,"Rifle de assalto Kalashnikov 5,45 mm equipado com um material de ombro de metal dobrável, projetado principalmente para uso com infantaria de assalto de ar. A diferença de design-chave do AKS-74 padrão é um suporte lateral para escopos ópticos e noturnos.",Kalashnikov 5.45毫米的突击步枪配备了侧面折叠的金属肩部库存，主要用于空中突击步兵。与标准AKS-74的关键设计差异是用于光学和夜间示波器的侧安装。
STR_weapons_firearms_aks74,AKS-74,AKS-74,AKS-74,AKS-74,АКС-74,AKS-74,AKS-74,AKS-74,AKS-74,AKS-74,AKS-74,AKS-74,AKS-74,AKS-74
STR_weapons_firearms_aks74_dsc,"Kalashnikov 5.45 mm assault rifle equipped with a side-folding metal shoulder stock, designed primarily for use with air assault infantry.","Kalashnikov 5.45 mm assault rifle equipped with a side-folding metal shoulder stock, designed primarily for use with air assault infantry.","Kalashnikov 5,45 mm Assault Rifle vybavená kovovým ramenním pažbou s bočním náklonností, navrženým především pro použití s ​​pěchotou napadení vzduchu.","Kalashnikov 5,45 mm Sturmgewehr mit einem seitlich faltenden Metall-Schulterbestand, der hauptsächlich zur Verwendung mit Luftangriff-Infanterie entwickelt wurde.","Автомат Калашникова калибра 5,45 мм, разработанный в 1970 году конструктором М. Т. Калашниковым как дальнейшее развитие АКМ в связи с переходом Вооруженных Сил на новый боеприпас 5.45x39.","KALASHNIKOV 5,45 mm karabin szturmowy wyposażony w obok lewy metalowy ramię, zaprojektowany przede wszystkim do użytku z piechotą napaści powietrznej.","Kalashnikov 5,45 mm-es támadó puska, amely oldalsó hajtogató fém vállállománymal van felszerelve, amelyet elsősorban légi támadó gyalogsághoz terveztek.","Kalashnikov da 5,45 mm fucile d'assalto dotato di una spalla in metallo che piega lateralmente, progettato principalmente per l'uso con la fanteria d'assalto dell'aria.","Kalashnikov Rifle de asalto de 5.45 mm equipado con un material de hombro de metal plegado lateral, diseñado principalmente para su uso con infantería de asalto aéreo.","Fusil d'assaut Kalashnikov 5,45 mm équipé d'un stock d'épaule en métal de plier, conçu principalement pour une utilisation avec de l'infanterie d'assaut à air.",Kalashnikov 5.45毫米的突击步枪配备了侧面折叠的金属肩部库存，主要用于空中突击步兵。,カラシニコフ5.45 mmアサルトライフルは、主に空襲歩兵で使用するために設計された、折り畳み金属肩の肩張りを装備しています。,"Rifle de assalto Kalashnikov 5,45 mm equipado com um material de ombro de metal dobrável, projetado principalmente para uso com infantaria de assalto de ar.",Kalashnikov 5.45毫米的突击步枪配备了侧面折叠的金属肩部库存，主要用于空中突击步兵。
STR_weapons_firearms_ak101,AK-101,AK-101,AK-101,AK-101,АК-101,AK-101,AK-101,AK-101,AK-101,AK-101,AK-101,AK-101,AK-101,AK-101
STR_weapons_firearms_ak101_dsc,Export version of a Kalashnikov chambered in 5.56 mm assault rifle also equipped with a side-folding shoulder stock and a side mount for optical and night scopes.,Export version of a Kalashnikov chambered in 5.56 mm assault rifle also equipped with a side-folding shoulder stock and a side mount for optical and night scopes.,"Exportní verze komoře Kalashnikov v útočné pušce 5,56 mm také vybavená bočním výstředním ramenním pažbou a bočním držákem pro optické a noční rozsahy.","Exportversion eines Kalashnikow-Kammers in 5,56 mm Sturmgewehr, das auch mit einem Seitenfalt und einer Seitenhalterung für optische und Nachtbereiche ausgestattet ist.","Экспортный вариант автомата Калашникова в калибре 5,56 мм. Оснащён складывающимся на левый бок полимерным прикладом и универсальным креплением (планка «ласточкин хвост») для крепления прицелов, как оптических, так и ночных, на левой стороне ствольной коробки.","Wersja eksportowa Kalashnikov komorowego w karabinie szturmowej 5,56 mm wyposażona również w obojętny stado barkowe oraz mocowanie boczne dla optycznych i nocnych zakresów.","A Kalashnikov export verziója 5,56 mm-es támadó puskában, oldalsó vállállományt és egy oldalsó tartóval van felszerelve az optikai és éjszakai hatókörökhöz.","La versione di esportazione di un Kalashnikov ha cambiato in fucile d'assalto da 5,56 mm anche dotato di un brodo di spalla laterale e un supporto laterale per ambiti ottici e notturni.",Versión de exportación de un Kalashnikov con cámara en un rifle de asalto de 5.56 mm también equipado con un stock de hombro de plegado lateral y un soporte lateral para ámbitos ópticos y nocturnos.,"La version à l'exportation d'un Kalachnikov a été chambré dans un fusil d'assaut de 5,56 mm également équipé d'un stock d'épaule de repliement et d'un support latéral pour les lunettes optiques et nocturnes.",Kalashnikov的出口版本配备了5.56毫米的突击步枪，还配备了侧面折叠式的肩pock和侧架，用于光学和夜间示波器。,5.56 mmのアサルトライフルでチャンバー式のカラシニコフの輸出バージョンには、サイドフォールド肩ストックと光学および夜間のスコープ用のサイドマウントも装備されています。,"A versão de exportação de um Kalashnikov com câmara em rifle de assalto de 5,56 mm também equipado com um material de ombro de dobra lateral e um suporte lateral para escopos ópticos e noturnos.",Kalashnikov的出口版本配备了5.56毫米的突击步枪，还配备了侧面折叠式的肩pock和侧架，用于光学和夜间示波器。
STR_weapons_firearms_ak102,AK-102,AK-102,AK-102,AK-102,АК-102,AK-102,AK-102,AK-102,AK-102,AK-102,AK-102,AK-102,AK-102,AK-102
STR_weapons_firearms_ak102_dsc,"Short, export version of a Kalashnikov 5.56 mm assault rifle equipped with a side-folding shoulder stock and a side mount for optical and night scopes.","Short, export version of a Kalashnikov 5.56 mm assault rifle equipped with a side-folding shoulder stock and a side mount for optical and night scopes.","Krátká, exportní verze útočné pušky Kalashnikov 5,56 mm vybavená bočním náklonním ramenním pažbou a bočním držákem pro optické a noční rozsahy.","Kurz gesagt, Exportversion eines Kalashnikov 5,56 mm Sturmgewehr mit einem Seitenfalt und einer Seitenhalterung für optische und Nachtbereiche.","Укороченная, экспортная модель автомата Калашникова калибра 5,56 мм. Оснащён складывающимся на левый бок полимерным прикладом и универсальным креплением (планка «ласточкин хвост») для крепления прицелов, как оптических, так и ночных, на левой стороне ствольной коробки. ","Krótka, eksportowa wersja karabinu szturmowego Kalashnicov 5,56 mm wyposażonego w obojętny stado naramienne oraz mocowanie boczne dla optycznych i nocnych.","A Kalashnikov rövid, export verziója, 5,56 mm-es támadó puska, oldalsó vállállománymal és oldalsó tartóval felszerelve az optikai és az éjszakai hatókörökhöz.","Short, versione di esportazione di un fucile d'assalto da 5,56 mm Kalashnikov dotato di un brodo di spalla laterale e un supporto laterale per ampli ottici e notturni.",Versión corta de exportación de un rifle de asalto Kalashnikov 5.56 mm equipado con un caldo de hombro plegado y un soporte lateral para alcances ópticos y nocturnos.,"Court, version d'exportation d'un fusil d'assaut Kalashnikov 5,56 mm équipé d'un stock d'épaule de plier latérale et d'un support latéral pour les lunettes optiques et nocturnes.",Kalashnikov的简短出口版5.56毫米突击步枪，配备了侧面折叠式的肩pock和侧架，可用于光学和夜间示波器。,短い、カラシニコフ5.56 mmのアサルトライフルの輸出バージョンサイド折りたたみ肩のストックと光学および夜間のスコープ用のサイドマウントを備えています。,"Versão curta e de exportação de um rifle de assalto Kalashnikov 5,56 mm equipado com um material de ombro de dobra lateral e um suporte lateral para escopos ópticos e noturnos.",Kalashnikov的简短出口版5.56毫米突击步枪，配备了侧面折叠式的肩pock和侧架，可用于光学和夜间示波器。
STR_weapons_firearms_ak103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103,AK-103
STR_weapons_firearms_ak103_dsc,Kalashnikov 7.62 mm assault rifle equipped with a side-folding shoulder stock and a side mount for optical and night scopes. ,Kalashnikov 7.62 mm assault rifle equipped with a side-folding shoulder stock and a side mount for optical and night scopes. ,"Kalashnikov 7,62 mm Assault Rifle vybavená bočním náklonným ramenním pažbou a boční držákem pro optické a noční rozsahy.","Kalashnikov 7,62 mm Angriffsgewehr mit einem seitlich gefalteten Schultermaterial und einer Seitenhalterung für optische und Nachtbereiche.","Автомат Калашникова калибра 7,62 мм. Оснащён складывающимся на левый бок полимерным прикладом и универсальным креплением (планка «ласточкин хвост») для крепления прицелов, как оптических, так и ночных, на левой стороне ствольной коробки.","KALASHNIKOV 7,62 mm karabin szturmowy wyposażony w uboczny stado barkowe oraz mocowanie boczne dla optycznych i nocnych.","Kalashnikov 7,62 mm-es támadó puska, oldalsó vállállománymal és oldalsó tartóval felszerelve az optikai és éjszakai hatókörökhöz.","Kalashnikov da 7,62 mm fucile d'assalto dotato di un brodo di spalla laterale e un supporto laterale per ambiti ottici e notturni.",El rifle de asalto Kalashnikov de 7.62 mm equipado con un caldo de hombro que plegaba lateral y un soporte lateral para ámbitos ópticos y nocturnos.,"Kalashnikov Rifle d'assaut de 7,62 mm équipé d'un stock d'épaule de pliage latéral et d'un support latéral pour les lunettes optiques et nocturnes.",Kalashnikov 7.62毫米的突击步枪，配备了侧面折叠式的肩pock和侧架，用于光学和夜间示波器。,カラシニコフ7.62 mmのアサルトライフルには、サイドフォールド肩ストックと光学および夜間のスコープ用のサイドマウントが装備されています。,"Kalashnikov rifle de assalto de 7,62 mm equipado com um material de ombro de dobra lateral e um suporte lateral para escopos ópticos e noturnos.",Kalashnikov 7.62毫米的突击步枪，配备了侧面折叠式的肩pock和侧架，用于光学和夜间示波器。
STR_weapons_firearms_ak104,AK-104,AK-104,AK-104,AK-104,АК-104,AK-104,AK-104,AK-104,AK-104,AK-104,AK-104,AK-104,AK-104,AK-104
STR_weapons_firearms_ak104_dsc,Short Kalashnikov 7.62 mm assault rifle equipped with a side-folding shoulder stock and a side mount for optical and night scopes.,Short Kalashnikov 7.62 mm assault rifle equipped with a side-folding shoulder stock and a side mount for optical and night scopes.,"Krátká útočná puška Kalashnikov 7,62 mm vybavená bočním náklonním ramenním pažbou a bočním držákem pro optické a noční rozsahy.","Kurzes Kalashnikov 7,62 mm Angriffsgewehr mit einem seitlich gefalteten Schultermaterial und einer Seitenhalterung für optische und Nachtbereiche.","Укороченный автомат Калашникова калибра 7,62 мм. Оснащён складывающимся на левый бок полимерным прикладом и универсальным креплением (планка «ласточкин хвост») для крепления прицелов, как оптических, так и ночных, на левой стороне ствольной коробки. ","Krótki karabin szturmowy Kalashnikov 7,62 mm wyposażony w uboczny stado barkowe oraz mocowanie boczne dla optycznych i nocnych.","Rövid Kalashnikov 7,62 mm-es támadó puska, oldalsó hajtogatással és oldalsó tartóval felszerelve az optikai és éjszakai hatókörökhöz.","Short Kalashnikov da 7,62 mm fucile d'assalto dotato di un brodo di spalla laterale e un supporto laterale per ambiti ottici e notturni.",Rifle corto de asalto de Kalashnikov 7.62 mm equipado con un caldo de hombro de plegado lateral y un soporte lateral para alcances ópticos y nocturnos.,"Fusil d'assaut courts de Kalashnikov 7,62 mm équipé d'un stock d'épaule à plier latéral et d'un support latéral pour les lunettes optiques et nocturnes.",短卡拉什尼科夫（Kalashnikov）7.62毫米的突击步枪，配备了侧面折叠式的肩pock和侧架，用于光学和夜间示波器。,短いカラシニコフ7.62 mmのアサルトライフルは、サイドフォールド肩ストックと光学および夜間のスコープ用のサイドマウントを備えています。,"Rifle de assalto curto de Kalashnikov 7,62 mm equipado com um material de ombro de dobra lateral e um suporte lateral para escopos ópticos e noturnos.",短卡拉什尼科夫（Kalashnikov）7.62毫米的突击步枪，配备了侧面折叠式的肩pock和侧架，用于光学和夜间示波器。
STR_weapons_firearms_ak105,AK-105,AK-105,AK-105,AK-105,АК-105,AK-105,AK-105,AK-105,AK-105,AK-105,AK-105,AK-105,AK-105,AK-105
STR_weapons_firearms_ak105_dsc,Short Kalashnikov 5.45 mm modernized assault rifle equipped with a side-folding shoulder stock and a side mount for optical and night scopes.,Short Kalashnikov 5.45 mm modernized assault rifle equipped with a side-folding shoulder stock and a side mount for optical and night scopes.,"Krátká kalashnikov 5,45 mm modernizovaná útočná puška vybavená bočním výstředním ramenním pažbou a bočním držákem pro optické a noční rozsahy.","Kurzes Kalashnikov 5,45 mm modernisiertes Sturmgewehr mit einem Seitenfalt und einer Seitenhalterung für optische und Nachtbereiche.","Укороченный автомат Калашникова калибра 5,45 мм модернизированный. Оснащён складывающимся на левый бок полимерным прикладом и универсальным креплением (планка «ласточкин хвост») для крепления прицелов, как оптических, так и ночных, на левой стороне ствольной коробки. ","Krótki karabin szturmowy Kalashnikov 5,45 mm wyposażony w uboczny stado barkowe oraz mocowanie boczne dla optycznych i nocnych.","Rövid Kalashnikov 5,45 mm-es modernizált támadó puska, oldalsó vállállománymal és oldalsó tartóval felszerelve az optikai és éjszakai hatókörökhöz.","Short Kalashnikov da 5,45 mm fucile d'assalto modernizzato equipaggiato con un brodo di spalla laterale e un supporto laterale per ambiti ottici e notturni.",El rifle corto de asalto modernizado de Kalashnikov 5.45 mm equipado con un caldo de hombro plegable y un soporte lateral para ámbitos ópticos y nocturnos.,"Courteuse fusil d'assaut modernisé Kalashniknikov 5,45 mm équipé d'un stock d'épaule de plier latéral et d'un support latéral pour les lunettes optiques et nocturnes.",短卡拉什尼科夫（Kalashnikov）5.45毫米现代化的突击步枪，配备了侧面折叠式肩pock和侧架，可用于光学和夜间示波器。,短いカラシニコフ5.45 mm近代化されたアサルトライフルは、サイドフォールド肩ストックと光学および夜間のスコープ用のサイドマウントを備えています。,"Kalashnikov curto 5,45 mm Rifle de assalto modernizado equipado com um material de ombro de dobra lateral e um suporte lateral para escopos ópticos e noturnos.",短卡拉什尼科夫（Kalashnikov）5.45毫米现代化的突击步枪，配备了侧面折叠式肩pock和侧架，可用于光学和夜间示波器。
STR_weapons_firearms_vpo_136,VPO-136,VPO-136,VPO-136,VPO-136,Вепрь КМ / ВПО-136,VPO-136,VPO-136,VPO-136,VPO-136,VPO-136,VPO-136,VPO-136,VPO-136,VPO-136
STR_weapons_firearms_vpo_136_dsc,"Semi-automatic hunting carbine of 7.62x39 mm caliber. It was created on the platform of Kalashnikov (AKM) and has an identical appearance, weight and dimensions. Designed for professional and amateur hunting of medium and big game, as well as sporting use. ","Semi-automatic hunting carbine of 7.62x39 mm caliber. It was created on the platform of Kalashnikov (AKM) and has an identical appearance, weight and dimensions. Designed for professional and amateur hunting of medium and big game, as well as sporting use. ","Poloautomatická lovecká karabina kalibru 7,62x39 mm. Byl vytvořen na platformě Kalashnikov (AKM) a má stejný vzhled, hmotnost a rozměry. Navrženo pro profesionální a amatérské lov střední a velké hry, stejně jako sportovní použití.","Semiautomatischer Jagdkarbine von 7,62 x 39 mm Kaliber. Es wurde auf der Plattform von Kalashnikov (AKM) erstellt und hat ein identisches Erscheinungsbild, Gewicht und Abmessungen. Entworfen für die professionelle und Amateurjagd von mittlerem und großem Spiel sowie die sportliche Verwendung.","Самозарядный охотничий карабин калибра 7,62×39 мм, созданный на базе Автомата Калашникова (АКМ), имеет идентичный вид, массу, габаритные размеры. Предназначен для промысловой и любительской охоты на среднего и крупного зверя, а также спортивного использования. ","Półoutomatyczny karabinel myśliwski o kalibrze 7,62 x 39 mm. Został stworzony na platformie Kałasznikowa (AKM) i ma identyczny wygląd, wagę i wymiary. Zaprojektowany do profesjonalnego i amatorskiego polowania na średnią i wielką grę, a także do użytku sportowego.","Félautomata vadász karabély 7,62x39 mm-es kaliber. A Kalashnikov (AKM) platformján hozták létre, és azonos megjelenésű, súlyú és méretű. A közepes és nagy játék professzionális és amatőr vadászatához, valamint a sporthasználathoz tervezték.","Carbina a caccia semiautomatica di calibro 7,62x39 mm. È stato creato sulla piattaforma di Kalashnikov (AKM) e ha un aspetto identico, peso e dimensioni. Progettato per la caccia professionale e amatoriale di gioco medio e grande, nonché un uso sportivo.","Carbina de caza semiautomática de calibre 7.62x39 mm. Fue creado en la plataforma de Kalashnikov (AKM) y tiene una apariencia, peso y dimensiones idénticas. Diseñado para la caza profesional y aficionada de medianos y grandes juegos, así como de uso deportivo.","Carabine de chasse semi-automatique de 7,62 x 39 mm de calibre. Il a été créé sur la plate-forme de Kalashnikov (AKM) et a une apparence, un poids et des dimensions identiques. Conçu pour la chasse professionnelle et amateur du moyen et du grand jeu, ainsi que pour une utilisation sportive.",7.62x39毫米口径的半自动狩猎卡宾枪。它是在Kalashnikov（AKM）平台上创建的，具有相同的外观，重量和尺寸。专为中型和大型游戏的专业和业余狩猎以及体育使用而设计。,7.62x39 mm口径の半自動狩猟カービン。カラシニコフ（AKM）のプラットフォームで作成され、同じ外観、重量、寸法があります。ミディアムゲームとビッグゲームのプロフェッショナルおよびアマチュアハンティング、およびスポーツ用途向けに設計されています。,"Carabina de caça semi-automática de calibre 7,62x39 mm. Foi criado na plataforma de Kalashnikov (AKM) e tem uma aparência, peso e dimensões idênticos. Projetado para caça profissional e amadora de médio e grande jogo, além de uso esportivo.",7.62x39毫米口径的半自动狩猎卡宾枪。它是在Kalashnikov（AKM）平台上创建的，具有相同的外观，重量和尺寸。专为中型和大型游戏的专业和业余狩猎以及体育使用而设计。
